account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes,total_calls,total_charges
78,415,no,no,0,193,85,32,172,105,14,129,119,5,10,1,2,0,False,504,310,53
98,408,no,no,0,171,99,29,174,87,14,189,130,8,7,6,2,1,False,541,322,53
17,408,no,yes,35,198,123,33,270,74,23,209,130,9,8,10,2,1,False,685,337,67
56,415,no,yes,24,121,87,20,184,76,15,266,98,12,12,3,3,1,False,583,264,50
84,415,no,no,0,130,105,22,278,60,23,305,74,13,14,6,3,2,False,727,245,61
95,510,no,no,0,203,96,34,168,61,14,173,105,7,13,3,3,2,False,557,265,58
16,415,no,no,0,174,83,29,280,122,23,171,80,7,10,8,2,5,False,635,293,61
76,510,yes,no,0,241,120,40,231,96,19,220,67,9,9,1,2,1,True,701,284,70
93,415,no,no,0,141,95,24,221,100,18,227,71,10,10,3,2,0,False,599,269,54
83,408,no,no,0,134,96,22,167,78,14,161,123,7,7,5,2,2,False,469,302,45
123,415,no,no,0,163,119,27,249,51,21,168,77,7,9,10,2,1,False,589,257,57
64,408,no,no,0,145,116,24,228,110,19,273,91,12,8,8,2,1,False,654,325,57
82,510,no,no,0,329,73,56,208,120,17,267,102,12,10,6,2,0,True,814,301,87
107,510,no,no,0,194,97,33,186,131,15,178,106,8,12,1,3,2,False,570,335,59
110,510,no,no,0,131,93,22,272,106,23,192,105,8,7,4,1,1,False,602,308,54
96,408,no,yes,29,150,91,25,159,75,13,228,55,10,8,3,2,1,False,545,224,50
47,415,no,yes,30,196,93,33,241,140,20,226,118,10,12,4,3,2,False,675,355,66
115,510,no,no,0,99,107,16,145,96,12,149,99,6,14,4,3,2,False,407,306,37
69,415,no,no,0,143,88,24,141,86,12,194,83,8,10,5,2,3,False,488,262,46
163,408,no,yes,40,231,56,39,211,91,18,268,74,12,12,3,3,2,False,722,224,72
90,415,no,no,0,37,80,6,155,105,13,175,111,7,14,5,3,3,False,381,301,29
98,415,no,no,0,72,107,12,186,103,15,175,110,7,10,4,2,3,False,443,324,36
90,408,no,yes,39,94,89,16,219,91,18,197,65,8,11,5,3,1,False,521,250,45
174,415,no,yes,15,221,143,37,210,115,17,221,109,9,12,9,3,1,False,664,376,66
95,415,no,no,0,269,120,45,233,120,19,179,61,8,7,4,1,2,True,688,305,73
79,415,no,no,0,268,114,45,185,111,15,264,88,11,6,7,1,1,True,723,320,72
123,415,no,yes,27,198,127,33,249,105,21,173,124,7,12,5,3,1,False,632,361,64
99,415,no,no,0,115,75,19,218,111,18,254,98,11,11,7,3,7,True,598,291,51
114,415,no,no,0,202,100,34,195,102,16,291,120,13,13,5,3,2,False,701,327,66
141,510,no,no,0,215,113,36,200,81,17,153,107,6,12,6,3,1,False,580,307,62
132,408,no,no,0,169,107,28,209,121,17,206,79,9,11,2,3,1,False,595,309,57
133,510,no,no,0,201,85,34,169,116,14,286,80,12,6,4,1,0,False,662,285,61
133,408,no,no,0,221,133,37,160,140,13,161,84,7,8,3,2,4,False,550,360,59
93,510,no,yes,32,218,117,37,115,61,9,192,85,8,9,5,2,2,False,534,268,56
34,415,no,no,0,293,89,49,272,71,23,178,76,8,11,10,2,2,True,754,246,82
140,415,no,no,0,120,108,20,240,84,20,216,74,9,7,3,2,4,True,583,269,51
96,415,no,yes,26,175,96,29,206,84,17,178,105,8,11,2,3,2,False,570,287,57
144,510,no,no,0,278,95,47,240,90,20,120,90,5,11,5,3,1,True,649,280,75
24,408,no,yes,29,236,105,40,190,114,16,129,105,5,7,2,1,3,False,562,326,62
54,415,no,no,0,273,113,46,119,156,10,267,117,12,11,3,3,1,False,670,389,71
50,408,no,no,0,131,129,22,160,94,13,206,88,9,5,9,1,5,True,502,320,45
92,415,no,yes,23,167,83,28,258,129,21,116,110,5,11,3,3,4,False,552,325,57
96,408,no,no,0,197,68,33,250,53,21,181,67,8,10,3,2,3,False,638,191,64
146,415,no,no,0,169,93,28,230,71,19,269,115,12,9,7,2,2,False,677,286,61
138,415,yes,yes,17,225,116,38,173,88,14,145,99,6,11,4,3,0,False,554,307,61
102,408,no,no,0,174,73,29,213,114,18,164,116,7,10,5,2,4,False,561,308,56
76,510,no,no,0,129,84,22,177,80,15,228,87,10,7,3,2,5,True,541,254,49
99,415,no,no,0,200,66,34,107,104,9,233,82,10,11,2,3,3,False,551,254,56
83,510,no,yes,36,95,87,16,261,105,22,228,109,10,13,4,3,0,False,597,305,51
36,510,no,yes,25,152,110,25,242,67,20,147,74,6,9,2,2,1,False,550,253,53
70,510,no,no,0,129,102,22,208,133,17,231,93,10,14,3,3,1,False,582,331,52
109,415,yes,no,0,268,85,45,150,131,12,297,84,13,9,8,2,2,True,724,308,72
100,415,no,no,0,188,152,32,148,115,12,179,88,8,15,5,4,2,False,530,360,56
104,408,no,no,0,170,97,29,162,111,13,210,131,9,6,1,1,1,False,548,340,52
106,415,no,no,0,191,124,32,200,116,17,230,76,10,8,3,2,1,False,629,319,61
84,510,no,no,0,75,96,12,179,113,15,193,134,8,12,1,3,1,False,459,344,38
80,510,no,no,0,149,123,25,276,75,23,241,75,10,10,7,2,2,False,676,280,60
100,510,no,no,0,115,87,19,111,56,9,170,77,7,7,4,1,1,False,403,224,36
99,408,no,no,0,128,86,21,203,105,17,282,131,12,14,4,3,2,False,627,326,53
50,510,no,no,0,131,108,22,216,103,18,196,126,8,11,5,2,1,False,554,342,50
105,415,no,no,0,101,48,17,159,119,13,259,53,11,12,2,3,1,False,531,222,44
113,415,no,yes,23,149,104,25,235,67,20,201,76,9,9,5,2,4,False,594,252,56
111,415,no,yes,36,96,123,16,170,105,14,166,85,7,13,4,3,2,False,445,317,40
161,408,no,no,0,107,121,18,256,46,21,247,131,11,12,3,3,2,False,622,301,53
70,415,no,no,0,232,95,39,303,111,25,255,104,11,12,7,3,0,True,802,317,78
97,415,no,yes,43,121,105,20,260,115,22,222,100,10,8,5,2,3,False,611,325,54
130,510,no,no,0,124,70,21,270,99,23,239,83,10,3,6,0,0,False,636,258,54
92,415,no,no,0,157,101,26,298,100,25,216,99,9,13,3,3,1,False,684,303,63
119,408,no,no,0,124,68,21,207,88,17,157,93,7,14,1,4,0,False,502,250,49
115,415,no,no,0,286,125,48,205,74,17,191,141,8,6,6,1,1,True,688,346,74
134,415,no,no,0,141,95,24,205,101,17,218,60,9,8,6,2,0,False,572,262,52
127,408,no,yes,25,173,91,29,245,64,20,300,99,13,4,3,1,0,False,722,257,63
80,415,no,no,0,268,120,45,301,147,25,167,140,7,5,1,1,2,True,741,408,78
153,415,no,yes,31,218,130,37,134,103,11,118,105,5,9,6,2,0,False,479,344,55
85,415,no,no,0,255,114,43,194,83,16,276,78,12,3,5,1,3,False,728,280,72
79,415,no,no,0,41,124,7,211,95,17,237,55,10,11,5,3,1,False,500,279,37
35,415,no,no,0,260,87,44,258,78,21,131,123,5,5,2,1,1,False,654,290,71
120,408,no,yes,26,239,94,40,259,88,22,238,132,10,7,3,2,0,False,743,317,74
68,510,no,no,0,226,94,38,168,129,14,188,117,8,10,1,2,0,False,592,341,62
60,408,no,no,0,179,147,30,208,89,17,248,98,11,13,6,3,1,True,648,340,61
120,510,no,no,0,158,110,26,197,103,16,154,132,6,10,5,2,1,False,519,350,50
71,510,no,yes,23,175,82,29,258,136,22,268,154,12,14,7,3,1,False,715,379,66
124,415,no,no,0,157,107,26,167,112,14,188,102,8,8,3,2,3,False,520,324,50
23,510,no,no,0,113,74,19,168,95,14,262,126,11,6,2,1,1,True,549,297,45
225,415,no,no,0,182,142,31,246,63,20,218,103,9,8,2,2,1,False,654,310,62
181,415,yes,no,0,161,83,27,124,83,10,262,98,11,14,3,3,0,True,561,267,51
63,415,no,no,0,142,92,24,208,102,17,228,120,10,7,2,2,2,False,585,316,53
54,415,yes,no,0,190,108,32,259,108,22,141,111,6,9,2,2,2,True,599,329,62
80,408,yes,yes,15,159,110,27,170,120,14,141,82,6,11,5,3,1,False,481,317,50
118,408,yes,yes,39,153,106,26,123,111,10,117,103,5,9,6,2,1,False,402,326,43
42,408,yes,no,0,180,127,30,174,94,14,165,114,7,12,6,3,2,False,531,341,54
134,408,no,no,0,202,105,34,224,90,19,253,108,11,12,7,3,0,False,691,310,67
66,415,no,yes,35,190,100,32,261,93,22,209,108,9,8,6,2,0,False,668,307,65
66,415,no,no,0,205,102,34,232,109,19,259,95,11,9,6,2,2,False,705,312,66
127,415,no,yes,28,235,124,40,236,113,20,241,127,10,7,2,2,1,False,719,366,72
146,510,no,no,0,189,77,32,155,128,13,186,83,8,7,3,2,0,False,537,291,55
93,408,no,yes,42,166,101,28,273,84,23,171,106,7,11,1,3,1,False,621,292,61
77,415,no,no,0,245,87,41,254,83,21,239,91,10,7,4,2,0,True,745,265,74
111,415,no,no,0,132,125,22,221,67,18,127,101,5,12,2,3,4,True,492,295,48
125,415,no,no,0,182,64,30,139,121,11,171,96,7,11,7,3,2,False,503,288,51
115,510,no,yes,14,192,86,32,88,90,7,229,120,10,10,3,2,2,False,519,299,51
115,510,yes,no,0,122,110,20,220,100,18,179,124,8,10,2,2,2,True,531,336,48
114,408,no,no,0,193,101,32,250,81,21,133,79,6,9,2,2,2,False,585,263,61
106,415,no,no,0,158,112,26,220,114,18,252,106,11,9,3,2,0,False,639,335,57
118,415,no,yes,39,91,125,15,219,113,18,229,99,10,12,8,3,2,False,551,345,46
59,510,no,no,0,153,92,26,205,88,17,114,89,5,12,10,3,1,False,484,279,51
87,415,yes,yes,40,221,79,37,157,74,13,222,124,10,11,3,3,1,False,611,280,63
21,415,no,no,0,244,81,41,168,117,14,281,87,12,6,1,1,1,False,699,286,68
142,408,no,yes,24,239,103,40,285,65,24,256,106,11,9,4,2,0,False,789,278,77
62,415,no,no,0,172,132,29,230,100,19,228,109,10,11,5,2,0,False,641,346,60
149,415,no,no,0,242,83,41,245,97,20,219,80,9,10,3,2,3,True,716,263,72
54,510,no,yes,39,117,82,19,159,60,13,236,113,10,11,10,3,2,False,523,265,45
112,510,no,no,0,174,127,29,259,71,22,170,120,7,11,7,3,1,False,614,325,61
68,510,no,no,0,157,83,26,220,85,18,218,129,9,12,7,3,1,False,607,304,56
201,415,no,yes,21,192,97,32,239,81,20,116,125,5,15,3,4,1,False,562,306,61
88,510,no,no,0,218,76,37,169,60,14,141,99,6,8,1,2,1,False,536,236,59
85,415,no,yes,29,144,97,24,140,102,11,165,148,7,10,3,2,1,False,459,350,44
51,415,yes,no,0,153,108,26,232,85,19,214,92,9,14,4,3,0,True,613,289,57
45,510,no,yes,29,135,104,23,222,101,18,235,92,10,7,6,2,2,False,599,303,53
116,510,no,no,0,160,69,27,146,106,12,287,144,12,8,5,2,0,False,601,324,53
146,408,no,yes,31,202,91,34,241,108,20,169,77,7,7,2,2,1,False,619,278,63
63,510,no,yes,34,152,119,25,227,91,19,195,103,8,12,5,3,1,False,586,318,55
133,510,no,no,0,227,90,38,73,135,6,114,99,5,4,7,1,0,False,418,331,50
125,408,no,no,0,191,115,32,205,108,17,210,123,9,9,3,2,2,False,615,349,60
72,510,no,no,0,138,111,23,211,102,17,179,91,8,10,3,2,1,False,538,307,50
130,408,no,no,0,127,102,21,206,107,17,231,99,10,6,6,1,0,False,570,314,49
97,415,no,no,0,168,87,28,259,105,22,279,123,12,7,4,1,1,False,713,319,63
54,415,no,no,0,286,73,48,223,108,18,203,107,9,11,5,3,1,True,723,293,78
160,415,no,yes,29,164,121,27,262,108,22,123,131,5,15,4,4,1,False,564,364,58
79,415,no,no,0,144,90,24,135,91,11,212,129,9,13,4,3,1,False,504,314,47
92,415,no,yes,47,141,95,24,207,130,17,203,95,9,10,11,2,0,False,561,331,52
59,415,no,no,0,204,65,34,247,123,21,214,94,9,12,4,3,1,False,677,286,67
132,510,no,no,0,163,80,27,167,90,14,87,90,3,6,10,1,1,False,423,270,45
21,510,no,no,0,225,110,38,244,111,20,221,93,9,10,4,2,0,False,700,318,69
93,415,no,no,0,176,103,29,199,130,16,263,96,11,8,6,2,2,False,646,335,58
147,415,no,yes,36,254,78,43,228,105,19,98,125,4,13,7,3,5,False,593,315,69
101,510,no,no,0,174,105,29,262,75,22,210,93,9,8,5,2,1,False,654,278,62
125,415,yes,no,0,187,118,31,160,111,13,263,112,11,9,2,2,0,True,619,343,57
63,415,no,no,0,211,84,36,230,137,19,217,99,9,10,9,2,3,False,668,329,66
107,415,no,no,0,241,102,41,126,117,10,185,92,8,11,6,3,0,False,563,317,62
110,408,no,no,0,196,103,33,199,123,16,135,71,6,12,1,3,3,False,542,298,58
83,415,no,no,0,231,100,39,210,84,17,217,106,9,12,2,3,3,False,670,292,68
117,408,no,no,0,161,104,27,196,119,16,294,111,13,13,2,3,1,False,664,336,59
124,415,no,no,0,194,103,32,241,116,20,227,153,10,11,5,3,0,False,673,377,65
115,510,no,no,0,109,148,18,223,87,19,240,96,10,15,8,4,3,False,587,339,51
156,408,yes,no,0,277,119,47,238,106,20,94,96,4,8,3,2,1,False,617,324,73
89,408,no,no,0,192,83,32,163,88,13,169,138,7,6,3,1,0,False,530,312,53
72,415,no,no,0,198,147,33,216,121,18,112,125,5,13,4,3,0,False,539,397,59
101,415,no,yes,42,209,82,35,159,74,13,181,100,8,9,3,2,0,False,558,259,58
53,415,no,no,0,184,98,31,216,125,18,141,116,6,18,3,4,2,False,559,342,59
116,408,no,no,0,167,119,28,142,123,12,190,128,8,7,4,1,2,False,506,374,49
78,408,no,no,0,139,140,23,191,113,16,286,125,12,11,3,3,3,False,627,381,54
117,415,no,yes,17,221,82,37,167,100,14,262,87,11,4,4,1,0,False,654,273,63
56,510,no,no,0,121,84,20,165,115,14,243,95,10,8,2,2,1,False,537,296,46
123,408,no,yes,39,270,99,45,245,110,20,108,113,4,15,7,4,1,False,638,329,73
127,408,no,no,0,139,94,23,240,112,20,127,88,5,8,4,2,2,False,514,298,50
116,415,no,yes,23,253,78,43,138,121,11,277,104,12,11,3,3,2,False,679,306,69
138,510,no,yes,26,183,83,31,240,93,20,185,125,8,15,3,4,1,False,623,304,63
120,415,no,no,0,203,108,34,259,66,22,115,103,5,7,2,2,3,False,584,279,63
102,408,no,no,0,200,106,34,152,127,12,199,128,8,7,2,2,3,False,558,363,56
95,415,no,no,0,167,96,28,176,89,14,250,113,11,13,6,3,2,False,606,304,56
102,408,no,no,0,156,67,26,204,103,17,141,72,6,9,2,2,2,False,510,244,51
89,415,no,yes,25,215,140,36,197,69,16,162,117,7,10,10,2,1,False,584,336,61
50,408,no,no,0,301,82,51,167,118,14,72,89,3,10,6,2,1,False,550,295,70
93,415,no,yes,42,152,90,25,267,102,22,266,130,12,11,5,3,7,False,696,327,62
68,510,no,no,0,195,116,33,212,101,18,138,134,6,15,11,4,1,False,560,362,61
70,408,no,no,0,208,97,35,275,83,23,182,122,8,8,3,2,2,False,673,305,68
138,415,no,yes,29,190,87,32,223,123,18,256,130,11,14,6,3,0,False,683,346,64
141,415,no,yes,37,185,87,31,178,128,15,218,107,9,8,3,2,4,False,589,325,57
112,415,no,yes,17,183,95,31,252,125,21,156,95,7,9,3,2,0,False,600,318,61
117,510,yes,no,0,54,100,9,303,84,25,171,84,7,8,2,2,1,True,536,270,43
1,408,no,yes,26,208,115,35,185,113,15,177,144,8,8,9,2,1,False,578,381,60
70,415,no,no,0,230,110,39,77,87,6,247,105,11,13,4,3,1,False,567,306,59
87,510,no,yes,22,240,102,40,75,106,6,224,115,10,7,3,1,2,False,546,326,57
52,510,no,yes,21,195,119,33,106,95,9,157,94,7,5,3,1,2,False,463,311,50
97,408,no,no,0,276,82,46,201,106,17,231,73,10,8,4,2,0,True,716,265,75
105,408,no,no,0,166,93,28,175,106,14,243,55,10,16,3,4,2,False,600,257,56
77,510,no,yes,28,135,117,23,244,102,20,207,74,9,11,3,3,4,True,597,296,55
80,415,yes,no,0,189,122,32,223,92,18,269,116,12,13,3,3,2,True,694,333,65
120,510,no,yes,43,177,117,30,175,70,14,161,117,7,11,4,3,1,False,524,308,54
54,408,no,yes,39,143,73,24,210,117,17,129,117,5,12,8,3,2,False,494,315,49
148,510,yes,no,0,148,138,25,159,123,13,197,62,8,8,3,2,2,False,512,326,48
119,408,no,no,0,287,115,48,159,99,13,216,86,9,13,1,3,2,True,675,301,73
162,408,no,yes,26,179,144,30,218,129,18,212,105,9,9,8,2,1,True,618,386,59
85,510,no,no,0,165,96,28,190,141,16,144,116,6,10,3,2,5,True,509,356,52
101,510,no,yes,25,144,144,24,167,105,14,240,107,10,14,3,3,1,False,565,359,51
172,415,no,no,0,172,85,29,253,71,21,221,113,9,5,6,1,0,False,651,275,60
80,415,no,no,0,199,138,33,167,91,14,271,94,12,5,4,1,1,False,642,327,60
67,510,no,no,0,109,134,18,142,76,12,91,86,4,10,5,2,2,False,352,301,36
86,408,no,no,0,171,106,29,301,44,25,139,108,6,9,5,2,1,False,620,263,62
107,415,no,no,0,222,101,37,286,111,24,249,117,11,12,4,3,1,True,769,333,75
133,510,no,no,0,245,102,41,264,90,22,111,103,5,11,7,3,0,False,631,302,71
116,510,no,no,0,164,110,27,270,103,23,230,109,10,8,3,2,0,False,672,325,62
63,408,no,no,0,211,107,35,271,77,23,203,108,9,7,7,2,0,False,692,299,69
119,408,yes,yes,16,147,103,25,160,96,13,184,120,8,7,2,2,0,True,498,321,48
133,408,yes,no,0,254,103,43,252,80,21,178,103,8,8,3,2,0,True,692,289,74
94,408,yes,no,0,170,113,28,271,94,23,110,78,4,8,4,2,1,False,559,289,57
69,510,no,no,0,195,91,33,261,57,22,203,90,9,11,5,3,0,False,670,243,67
146,408,no,no,0,149,83,25,187,130,15,149,100,6,7,4,2,7,True,492,317,48
119,510,no,no,0,81,75,13,253,114,21,213,125,9,8,1,2,2,True,555,315,45
142,408,yes,yes,25,191,109,32,149,120,12,227,60,10,9,3,2,0,False,576,292,56
123,408,no,no,0,206,115,35,224,86,19,197,60,8,8,2,2,3,False,635,263,64
101,408,no,no,0,239,156,40,273,106,23,278,93,12,13,8,3,1,True,803,363,78
43,415,no,no,0,179,97,30,252,126,21,227,114,10,8,5,2,0,False,666,342,63
69,408,no,no,0,185,91,31,219,88,18,243,107,10,5,5,1,0,False,652,291,60
15,510,yes,no,0,141,80,24,123,76,10,323,88,14,8,3,2,2,False,595,247,50
107,510,no,yes,25,248,91,42,119,115,10,194,83,8,12,1,3,1,False,573,290,63
67,510,no,no,0,152,131,25,252,107,21,185,104,8,4,3,1,2,False,593,345,55
99,415,no,no,0,145,102,24,230,87,19,181,86,8,11,7,3,1,False,567,282,54
46,415,no,no,0,164,116,27,196,153,16,236,119,10,8,1,2,1,False,604,389,55
55,408,yes,no,0,221,115,37,165,97,14,235,117,10,9,4,2,1,False,630,333,63
39,415,no,no,0,295,126,50,232,117,19,204,123,9,11,2,3,1,True,742,368,81
92,510,no,no,0,139,98,23,174,143,14,201,135,9,9,7,2,2,False,523,383,48
56,415,no,no,0,162,99,27,149,78,12,255,115,11,14,1,4,4,True,580,293,54
76,415,no,no,0,272,97,46,236,95,20,235,105,10,7,2,2,0,True,750,299,78
132,408,yes,yes,33,200,75,34,226,67,19,198,91,8,12,3,3,2,False,636,236,64
140,510,no,yes,28,157,77,26,172,97,14,184,94,8,11,9,3,1,False,524,277,51
51,510,yes,yes,12,135,60,23,200,134,17,192,98,8,12,7,3,2,False,539,299,51
27,408,no,no,0,236,110,40,231,92,19,164,85,7,12,6,3,1,False,643,293,69
224,510,no,no,0,111,133,18,175,66,14,217,106,9,5,6,1,3,False,508,311,42
105,510,yes,yes,28,156,89,26,107,114,9,167,95,7,14,3,3,0,True,444,301,45
117,408,no,no,0,191,93,32,282,56,24,84,118,3,12,4,3,2,False,569,271,62
91,415,no,no,0,153,123,26,141,127,11,171,76,7,10,15,2,1,True,475,341,46
135,415,no,no,0,218,123,37,242,64,20,85,80,3,10,3,2,4,False,555,270,62
146,415,no,no,0,205,101,34,134,77,11,310,83,13,10,2,2,3,False,659,263,60
147,415,yes,no,0,225,111,38,184,98,15,143,146,6,9,1,2,0,True,561,356,61
68,510,no,no,0,249,127,42,254,118,21,273,98,12,8,6,2,2,True,784,349,77
68,408,no,no,0,131,89,22,137,109,11,256,107,11,10,5,2,3,False,534,310,46
86,408,no,yes,21,197,99,33,165,100,14,208,120,9,10,9,2,0,False,580,328,58
131,415,no,no,0,166,129,28,210,107,17,257,93,11,9,5,2,1,False,642,334,58
86,415,no,yes,29,225,79,38,187,112,15,281,112,12,12,3,3,1,False,705,306,68
159,415,no,no,0,275,103,46,189,108,16,223,93,10,7,5,2,2,True,694,309,74
134,415,no,yes,40,142,105,24,88,61,7,290,96,13,10,6,2,1,False,530,268,46
113,510,no,no,0,207,113,35,256,80,21,211,87,9,9,1,2,1,False,683,281,67
132,408,no,no,0,206,100,35,211,118,17,196,122,8,10,6,2,1,False,623,346,62
85,415,no,no,0,210,66,35,195,76,16,221,82,9,11,7,3,1,False,637,231,63
93,510,yes,yes,38,225,117,38,119,122,10,193,125,8,14,7,3,1,True,551,371,59
174,408,no,yes,33,167,91,28,205,91,17,130,132,5,14,4,3,4,True,516,318,53
61,415,no,no,0,197,118,33,152,96,12,221,93,9,7,3,1,2,False,577,310,55
91,415,no,yes,39,169,105,28,65,116,5,144,92,6,10,4,2,1,False,388,317,41
88,408,no,yes,28,190,104,32,237,105,20,211,116,9,9,1,2,2,False,647,326,63
88,408,no,yes,45,80,140,13,153,101,13,309,123,13,12,3,3,2,False,554,367,42
195,415,no,yes,36,231,110,39,225,88,19,201,89,9,12,2,3,0,False,669,289,70
182,415,no,no,0,69,114,11,230,109,19,256,96,11,6,4,1,0,False,561,323,42
118,408,no,no,0,188,60,32,217,64,18,220,100,9,8,7,2,4,False,633,231,61
103,408,no,no,0,150,125,25,169,126,14,221,104,9,10,8,2,8,True,550,363,50
65,510,no,no,0,192,89,32,139,88,11,187,102,8,5,4,1,2,False,523,283,52
61,408,no,yes,25,163,78,27,113,112,9,134,118,6,9,3,2,3,False,419,311,44
172,415,no,no,0,211,100,35,198,101,16,301,136,13,6,9,1,1,False,716,346,65
72,415,no,no,0,175,103,29,132,120,11,242,96,10,11,3,3,1,False,560,322,53
113,510,no,no,0,150,120,25,200,85,17,266,105,12,11,3,2,2,False,627,313,56
177,408,no,no,0,189,99,32,176,117,14,225,112,10,14,2,3,1,False,604,330,59
100,408,no,no,0,70,94,12,215,102,18,230,125,10,9,1,2,6,True,524,322,42
67,415,no,no,0,215,102,36,190,95,16,214,106,9,8,6,2,1,False,627,309,63
136,415,no,no,0,101,105,17,202,99,17,136,119,6,9,6,2,3,False,448,329,42
71,415,no,no,0,258,132,43,126,119,10,182,87,8,9,8,2,4,False,575,346,63
134,408,no,no,0,242,126,41,152,115,13,318,115,14,11,6,3,1,False,723,362,71
124,415,no,no,0,131,82,22,284,119,24,305,101,13,11,2,3,1,False,731,304,62
84,415,no,no,0,190,102,32,197,141,16,247,102,11,9,6,2,2,False,643,351,61
39,408,no,no,0,154,104,26,204,112,17,196,92,8,9,4,2,2,False,563,312,53
110,510,no,no,0,188,127,31,90,118,7,150,64,6,15,3,4,3,False,443,312,48
102,510,no,no,0,103,70,17,275,129,23,141,92,6,11,5,3,1,False,530,296,49
70,415,no,no,0,175,130,29,159,130,13,260,96,11,11,4,3,0,False,605,360,56
142,415,no,no,0,145,93,24,209,98,17,214,96,9,10,1,2,1,False,578,288,52
81,510,yes,no,0,250,85,42,187,50,15,120,131,5,7,5,2,1,False,564,271,64
17,415,no,no,0,161,123,27,214,81,18,315,106,14,8,5,2,1,False,698,315,61
119,408,no,no,0,260,101,44,256,68,21,229,89,10,10,2,2,1,True,755,260,77
105,415,no,no,0,281,124,47,301,96,25,202,109,9,8,3,2,0,True,792,332,83
108,415,yes,yes,42,130,90,22,167,128,14,244,80,11,13,5,3,3,True,554,303,50
90,415,no,no,0,102,118,17,113,134,9,188,105,8,11,3,3,2,False,414,360,37
100,415,no,yes,33,218,104,37,155,144,13,99,117,4,12,4,3,1,False,484,369,57
155,408,no,yes,30,128,86,21,188,91,16,254,85,11,6,6,1,1,False,576,268,49
113,510,no,no,0,128,100,21,227,67,19,178,135,8,9,4,2,2,True,542,306,50
123,415,no,no,0,172,92,29,162,76,13,250,101,11,8,4,2,1,False,592,273,55
145,408,no,no,0,199,124,33,126,86,10,289,135,13,7,3,2,1,False,621,348,58
42,415,no,no,0,184,98,31,200,93,17,279,91,12,8,3,2,2,False,671,285,62
125,510,no,no,0,168,99,28,175,107,14,243,92,10,10,7,2,0,False,596,305,54
131,415,no,yes,30,174,118,29,205,81,17,218,90,9,6,3,1,1,False,603,292,56
107,415,no,no,0,230,65,39,257,80,21,107,88,4,8,3,2,1,False,602,236,66
48,408,no,no,0,198,73,33,202,115,17,146,73,6,5,5,1,1,False,551,266,57
76,510,no,no,0,186,96,31,211,100,17,230,100,10,8,4,2,0,False,635,300,60
128,415,no,no,0,148,105,25,243,106,20,255,114,11,6,2,1,1,False,652,327,57
73,415,no,no,0,157,109,26,268,83,22,181,91,8,10,8,2,0,False,616,291,58
52,415,no,no,0,155,110,26,133,104,11,176,84,7,7,4,1,4,True,471,302,45
126,415,yes,yes,26,129,123,21,176,114,15,154,102,6,9,7,2,1,False,468,346,44
124,415,no,no,0,188,77,32,182,123,15,218,127,9,6,6,1,1,False,594,333,57
137,408,no,no,0,208,120,35,225,100,19,221,130,9,11,5,3,0,False,665,355,66
71,510,no,no,0,238,82,40,278,94,23,193,134,8,11,10,3,0,True,720,320,74
139,415,no,no,0,211,103,35,206,108,17,193,70,8,5,4,1,0,False,615,285,61
107,510,no,yes,30,198,87,33,207,90,17,159,76,7,12,4,3,3,False,576,257,60
147,408,no,no,0,212,79,36,204,91,17,156,113,7,10,2,2,1,False,582,285,62
116,510,no,no,0,137,126,23,120,94,10,130,64,5,12,2,3,3,False,399,286,41
60,510,no,yes,31,191,75,32,267,135,22,200,62,9,12,3,3,2,False,670,275,66
38,510,no,no,0,149,92,25,49,78,4,163,93,7,13,11,3,0,False,374,274,39
63,408,no,no,0,117,118,19,249,90,21,162,84,7,11,4,3,3,False,539,296,50
94,415,no,no,0,108,79,18,241,152,20,252,92,11,10,3,2,3,False,611,326,51
131,415,no,no,0,112,133,19,199,116,16,142,105,6,10,5,2,0,False,463,359,43
158,510,no,no,0,175,105,29,188,88,16,188,98,8,11,6,2,1,False,562,297,55
139,510,no,no,0,236,109,40,169,107,14,212,118,9,11,2,3,1,True,628,336,66
77,415,no,no,0,169,102,28,184,144,15,234,89,10,2,7,0,1,False,589,342,53
140,415,no,no,0,129,79,22,246,99,20,172,124,7,9,10,2,3,False,556,312,51
72,408,no,no,0,177,97,30,184,105,15,174,94,7,8,6,2,1,False,543,302,54
52,510,no,yes,20,133,63,22,184,123,15,272,107,12,13,2,3,1,False,602,295,52
103,510,no,no,0,167,121,28,212,123,18,208,73,9,13,3,3,5,False,600,320,58
74,415,no,yes,32,174,107,29,310,115,26,234,92,10,9,4,2,1,False,727,318,67
124,415,no,no,0,150,101,25,255,112,21,136,62,6,12,4,3,2,False,553,279,55
85,510,no,yes,21,283,110,48,239,108,20,149,80,6,6,1,1,5,False,677,299,75
113,408,no,yes,20,157,83,26,161,56,13,271,100,12,8,2,2,5,True,597,241,53
71,408,no,no,0,141,132,24,149,90,12,171,72,7,7,2,1,2,False,468,296,44
177,415,no,yes,27,230,106,39,196,78,16,215,108,9,10,2,2,1,False,651,294,66
49,415,yes,no,0,237,92,40,208,119,17,167,86,7,15,6,4,2,True,627,303,68
106,510,yes,no,0,204,84,34,168,61,14,164,102,7,13,3,3,3,True,549,250,58
